Name,Gene Product,Gene symbol,Chromosome,Region,Mid Log Control 1 TPM,Mid Log Control 2 TPM,Mid Log Control 3 TPM,Mid Log Control AVG TPM,Mid Log Exiguo 1 TPM,Mid Log Exiguo 2 TPM,Mid Log Exiguo 3 TPM,Mid Log Exiguo AVG TPM,Stationary Control 1 TPM,Stationary Control 2 TPM,Stationary Control 3 TPM,Stationary Control AVG TPM,Stationary Exiguo 1 TPM,Stationary Exiguo 2 TPM,Stationary Exiguo 3 TPM,Stationary Exiguo AVG TPM
era,"product=""GTPase Era""",era,NC_010296,complement(1524828..1525784),13.14162236,15.57687633,15.11058994,14.60969621,18.18412863,16.76520177,13.5303292,16.15988653,7.079839615,5.832465172,6.147848874,6.353384554,6.440262588,7.487742165,6.179165571,6.702390108
MAE_RS07510,"product=""hypothetical protein""",,NC_010296,1525820..1526587,6.676244269,9.17575371,9.075950956,8.309316312,9.756013892,8.061206157,10.30336917,9.373529741,6.616607921,6.39566259,7.805339379,6.939203297,5.408267386,5.974159392,7.237830422,6.2067524
MAE_RS07515,"product=""serine",,NC_010296,1526900..1528435,22.17016965,13.1989688,15.37493184,16.9146901,16.60095912,13.90841907,15.10380254,15.20439358,18.9960679,22.89356495,21.75376994,21.2144676,23.37767193,31.28043008,24.63942271,26.43250824
MAE_RS28830,"product=""transposase""",,NC_010296,complement(1528760..1529071),2.480578422,5.559746627,3.334448112,3.791591054,1.936677696,2.794784366,1.729236785,2.153566282,5.604141035,7.513785421,7.827576814,6.981834423,9.447692902,4.956951613,4.548816501,6.317820339
MAE_RS07520,"product=""RNA-guided endonuclease TnpB family protein""",,NC_010296,1529247..1530506,343.2057431,335.4843777,353.9659576,344.2186928,347.6797578,281.6956322,334.5606559,321.3120153,237.2519779,273.6789852,292.5006193,267.8105274,207.890143,226.298217,246.1126337,226.7669979
cbiD,"product=""cobalt-precorrin-5B (C(1))-methyltransferase",cbiD,NC_010296,1530561..1531685,76.19013938,66.44638519,63.530573,68.72236585,68.85689702,74.87339109,67.77993356,70.50340722,86.0160927,88.81055834,88.41271731,87.74645612,61.57376388,65.89529135,72.11794766,66.52900096
guaA,"product=""glutamine-hydrolyzing GMP synthase""",guaA,NC_010296,1531829..1533454,101.0263618,105.6146702,87.84732747,98.1627865,148.9426637,140.4219295,126.1981266,138.5209066,79.7762918,79.77736255,79.33134877,79.62833437,75.39772363,78.37470949,79.0643616,77.61226491
MAE_RS07535,"product=""DUF262 domain-containing protein""",,NC_010296,1533543..1534784,6.776652646,10.16936747,7.706280082,8.2174334,11.77350344,9.899207234,9.991145866,10.55461885,3.38752728,4.314333658,3.307039479,3.669633472,4.315151787,3.901703621,3.332868773,3.84990806
MAE_RS07540,"product=""hypothetical protein""",,NC_010296,1534798..1535301,0.191949521,1.828428578,2.064182165,1.361520088,0.959116573,1.643599377,2.140959829,1.58122526,0.433653771,0.664484425,0.440512981,0.512883725,1.06337669,0.613717819,0.234661169,0.637251893
MAE_RS07545,"product=""DNA cytosine methyltransferase""",,NC_010296,1535522..1536784,13.17475856,14.37808584,11.20247841,12.91844094,18.0842455,16.63859272,18.36851995,17.69711939,14.10353308,13.61167145,13.18399895,13.63306783,13.36672077,13.26563456,13.67166068,13.434672
MAE_RS07550,"product=""S8 family serine peptidase""",,NC_010296,complement(1536901..1538520),46.28116223,35.97104588,29.73339732,37.32853514,36.85139011,43.46407242,34.30293414,38.20613223,19.12413128,19.63920634,16.17172099,18.3116862,20.09781945,20.65274112,20.80662363,20.5190614
cax_2,"product=""calcium",cax,NC_010296,complement(1538564..1539649),17.28181984,13.42709527,13.41148191,14.70679901,20.58656291,17.94529498,12.91673002,17.1495293,14.03744443,16.44690731,14.41280593,14.96571922,13.81802196,16.23470119,11.43487021,13.82919779
MAE_RS07560,"product=""cupredoxin domain-containing protein""",,NC_010296,complement(1539646..1540107),44.39268916,40.24498411,40.30784809,41.64850712,56.76226265,50.29885942,48.2689125,51.77667819,39.02883935,41.077219,39.64616828,39.91740888,38.8615845,45.19194847,39.67907035,41.24420111
MAE_RS07565,"product=""hypothetical protein""",,NC_010296,complement(1540359..1540667),95.1771449,100.6961877,114.8086096,103.5606474,117.7199196,96.50960228,81.48118959,98.57023715,92.83558875,80.20262496,78.67647374,83.90489582,88.45642216,83.75162777,75.78416617,82.66407204
MAE_RS33225,"product=""hypothetical protein""",,NC_010296,complement(1541173..1541343),1.697237868,7.608074332,4.867124262,4.724145487,4.947022325,6.374069608,1.051699565,4.124263832,9.905565075,4.569787624,4.544239171,6.339863957,5.484785034,5.125082136,4.841430428,5.150432533
MAE_RS07570,"product=""MAE_28990",,NC_010296,complement(1541669..1542748),0.985340873,1.505764711,2.79352653,1.761544038,0.783278535,1.574395193,0.666076391,1.007916706,0.354150579,0.620185463,0.513931811,0.496089285,1.240606139,1.145606595,0.657051272,1.014421335
MAE_RS07575,"product=""DUF262 domain-containing protein""",,NC_010296,complement(1542751..1543962),15.00627144,14.04386493,15.36487279,14.80500305,12.06492679,13.99329162,13.79965196,13.28595679,11.63136698,12.52651827,12.7312613,12.29638218,14.92412335,16.03565667,15.61309954,15.52429319
sir,"product=""sulfite reductase, ferredoxin dependent""",sir,NC_010296,complement(1544140..1546077),235.3669573,248.437192,230.5621181,238.1220891,310.9141174,313.6042247,306.6013555,310.3732325,329.1109899,358.5747222,254.6110477,314.0989199,351.4871485,377.4117578,382.8798467,370.5929177
MAE_RS07585,"product=""ATP-binding cassette domain-containing protein""",,NC_010296,1546274..1548673,7.416929482,10.1639118,7.672565107,8.41780213,10.57426022,11.84429614,11.53977348,11.31944328,10.3133708,13.44251992,11.00841939,11.58810337,6.252654939,6.422556973,4.435096089,5.703436
msrA_1,"product=""peptide-methionine (S)-S-oxide reductase MsrA""",msrA,NC_010296,complement(1548787..1549449),152.9203639,184.0439655,177.1572668,171.3738654,202.3258581,179.655315,180.3831313,187.4547681,119.4176524,128.9761262,35.66361201,94.68579686,92.75916668,82.34371386,104.3552021,93.15269421
MAE_RS07595,"product=""VWD domain-containing protein""",,NC_010296,1550470..1553793,384.7874144,231.5724791,165.4415923,260.6004953,508.3716027,558.7813164,550.6672345,539.2733845,419.2054289,386.3173313,299.4645411,368.3291004,196.1411741,216.352148,227.856842,213.4500547
MAE_RS28845,"product=""hypothetical protein""",,NC_010296,1554319..1554582,23.45274145,35.72768997,30.73754896,29.97266013,37.07857479,32.53383074,40.19165496,36.6013535,48.22427044,54.97098425,45.41288366,49.53604612,52.27463139,38.85949643,45.24693989,45.46035591
MAE_RS07600,"product=""AAA family ATPase""",,NC_010296,1554579..1556567,14.39708261,13.81760559,11.87325053,13.36264624,17.31617704,14.57671846,17.36018105,16.41769219,20.0540341,19.30713116,25.11521972,21.49212833,17.042897,17.70247295,18.49257427,17.74598141
MAE_RS07605,"product=""hypothetical protein""",,NC_010296,complement(1556788..1558431),149.2918922,129.8474767,109.9832418,129.7075369,148.7085744,169.8596498,159.6030856,159.3904366,74.71506278,72.45305358,62.99978711,70.05596782,58.19076677,65.63196907,57.98357579,60.60210388
MAE_RS07610,"product=""caspase family protein""",,NC_010296,complement(1558507..1560579),15.86708629,24.16196689,23.93853863,21.3225306,31.77160399,33.56653316,29.4095379,31.58255835,20.00581027,15.61682643,12.53071368,16.05111679,9.177971897,10.66856503,8.786040169,9.544192367
sat,"product=""sulfate adenylyltransferase""",sat,NC_010296,complement(1560929..1562098),103.1093764,119.858871,124.4860629,115.8181034,143.8822416,153.0423919,135.5721639,144.1655991,84.71593198,86.34889912,64.99260748,78.68581286,48.89896811,59.7918519,57.11291829,55.26791277
MAE_RS07620,"product=""SDR family oxidoreductase""",,NC_010296,1562230..1562934,48.30266749,32.29384743,31.72691906,37.44114466,27.94090238,28.13812685,20.15235379,25.41046101,16.89588904,19.63480786,7.715537996,14.74874496,4.181106646,5.484286891,5.871522009,5.178971849
hppD,"product=""4-hydroxyphenylpyruvate dioxygenase""",hppD,NC_010296,1563083..1564168,8.19550219,7.487227847,7.56790765,7.750212562,4.562427456,4.777382779,3.808779363,4.382863199,5.685416561,4.831279023,4.293176233,4.936623939,6.168759806,4.462169334,3.3760093,4.66897948
MAE_RS07630,"product=""retroviral-like aspartic protease family",,NC_010296,complement(1564200..1564736),63.23396279,65.51338309,63.1570552,63.96813369,68.41341009,63.40881714,60.95157143,64.25793289,86.8954941,85.64795895,76.69355606,83.07900304,85.33152391,84.09648413,81.70928114,83.71242972
MAE_RS07635,"product=""histidine triad nucleotide-binding protein""",,NC_010296,complement(1564820..1565161),111.7348263,110.7925825,116.2025918,112.9100002,101.4139577,113.5859204,100.9631582,105.3210121,109.7600517,114.8975174,85.36677871,103.3414493,111.6545525,113.0532824,123.4564759,116.0547703
MAE_RS07640,"product=""YifB family Mg chelatase-like AAA ATPase""",,NC_010296,1565342..1566868,28.6996588,29.35797445,26.7070296,28.25488762,31.18165236,35.91819531,36.74543234,34.61509334,41.15024974,38.60014828,34.16788307,37.97276037,34.30800002,38.25065635,32.45239487,35.00368374
MAE_RS07645,"product=""hypothetical protein""",,NC_010296,complement(1567148..1568452),40.25380019,32.39990276,25.43072427,32.69480907,34.54142583,39.08843238,36.10593403,36.57859741,42.12123934,47.81843779,44.9991605,44.97961254,47.43393402,54.35705775,55.28293464,52.35797547
MAE_RS07650,"product=""hypothetical protein""",,NC_010296,1568651..1569079,16.23651331,13.1412193,12.85278182,14.07683814,9.859450087,10.97588042,16.34914778,12.3948261,5.094673668,4.16348283,5.692783137,4.983646545,6.558728957,4.926909482,6.616460365,6.034032935
MAE_RS07655,"product=""hypothetical protein""",,NC_010296,complement(1569154..1569720),0.170621796,0.478020543,1.284380014,0.644340784,0.426274033,0.461361229,0.951537702,0.613057654,0.096367505,0.196884274,0.195783547,0.163011775,0.236305931,0.181842317,0,0.139382749
MAE_RS07660,"product=""AAA family ATPase""",,NC_010296,complement(1569720..1571108),0.626841632,1.170788977,1.947375312,1.248335307,0.522024571,1.035820728,0.388424677,0.648756659,0.472055076,0.964435278,0.639362253,0.691950869,0.482309082,0.445376214,0.425735166,0.451140154
MAE_RS07665,"product=""pseudouridine synthase""",,NC_010296,complement(1571213..1571797),0.826859474,1.853248876,2.489721257,1.723276536,2.272368496,1.490551662,0.922259618,1.561726592,0.840621155,0.572478889,0.189759438,0.534286494,0.687104938,0.440617921,0.606508867,0.578077242
MAE_RS07670,"product=""ABC transporter permease""",,NC_010296,complement(1571976..1572764),15.32676782,14.49656369,13.97678935,14.60004028,14.39768909,14.91968536,11.62467922,13.64735122,4.224414297,6.225435829,2.673227062,4.374359063,3.396336197,2.678889947,2.698157316,2.924461153
MAE_RS07675,"product=""serine",,NC_010296,1573042..1575318,7.052817174,4.808924454,3.929289054,5.263676894,5.466585369,6.529264346,3.791106732,5.262318816,3.04757472,4.363360176,2.827640636,3.412858511,3.942479587,4.029999484,3.220330347,3.730936473
MAE_RS07680,"product=""type II toxin-antitoxin system VapB family",,NC_010296,1576009..1576203,10.41842937,11.67546792,15.47183924,12.52191218,11.15526353,8.943309972,5.533557711,8.544043737,9.52703976,5.724788892,7.400618078,7.550815577,6.183944445,3.96556129,7.278106402,5.809204046
MAE_RS07685,"product=""PIN domain nuclease""",,NC_010296,1576200..1576571,36.92861103,38.17842139,49.78008343,41.62903862,34.11051683,32.34737518,47.37736911,37.94508704,20.85734748,20.40610234,27.45390577,22.9057852,18.00879879,18.98565768,20.02946621,19.00797423
MAE_RS28860,"product=""hypothetical protein""",,NC_010296,complement(1576555..1576752),4.397389021,5.475508042,10.50856375,6.79382027,3.051734551,5.725073429,8.174573891,5.650460624,2.483653413,5.638049666,6.167181732,4.762961604,2.70677703,3.645111893,1.194638677,2.5155092
MAE_RS07690,"product=""DUF433 domain-containing protein""",,NC_010296,complement(1576826..1577062),20.00162601,18.29790029,24.14309266,20.81420632,14.27748215,15.26872067,19.72935133,16.42518472,11.06640508,10.36259255,11.24144518,10.89014761,10.74145062,10.65849174,6.98636796,9.462103439
MAE_RS07695,"product=""response regulator transcription factor""",,NC_010296,complement(1577152..1577847),41.28238486,54.44118276,62.63013403,52.78456722,44.45009222,50.17601656,51.41994899,48.68201926,16.3293075,21.33224137,15.15212753,17.6045588,13.86056514,12.66586602,13.59416426,13.3735318
MAE_RS07700,"product=""PEP-utilizing enzyme""",,NC_010296,1578924..1581080,19.64452508,21.71316902,20.11242639,20.49004017,21.45806564,20.87964354,17.34207238,19.89326052,35.38831896,35.2962297,29.84950268,33.51135045,25.52991436,23.20689855,27.47004346,25.40228546
MAE_RS07705,"product=""glycerol-3-phosphate acyltransferase""",,NC_010296,complement(1581660..1584410),9.811404512,7.468067511,6.882708165,8.054060062,9.752238744,10.26968964,9.282940325,9.76828957,9.374866246,10.7129092,7.263420142,9.117065197,8.571952557,8.432763922,7.523487852,8.17606811
MAE_RS33230,"product=""hypothetical protein""",,NC_010296,1584461..1584625,2.931592681,2.299713378,1.26102765,2.164111236,0.732416292,0.264234158,0,0.332216817,0.993461365,1.35313192,1.345566923,1.23072007,0,0.312438162,0,0.104146054
MAE_RS07715,"product=""Uma2 family endonuclease""",,NC_010296,complement(1584614..1585228),19.97773159,16.04190307,15.05543987,17.02502484,19.06068741,18.43194372,16.08330798,17.85864637,25.40999557,25.04944213,24.36788879,24.94244216,26.7970926,21.8782918,19.23076895,22.63538445
MAE_RS34010,"product=""hypothetical protein""",,NC_010296,complement(1585307..1585447),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAE_RS07725,"product=""hypothetical protein""",,NC_010296,complement(1585631..1586026),160.7489987,81.03751902,90.63636233,110.8076267,81.78648596,76.9581986,70.39216406,76.37894954,120.3192098,106.2772362,65.31606107,97.30416903,106.9176927,37.23221434,39.42307634,61.19099445
MAE_RS07730,"product=""helix-turn-helix domain-containing protein""",,NC_010296,1586227..1587231,7.893422681,8.090676062,8.488410001,8.157502914,8.056579214,8.763108951,5.726268676,7.515318947,2.555321024,2.999105822,2.982338629,2.845588492,4.132884928,3.026453244,2.471297323,3.210211831
MAE_RS07735,"product=""HupE",,NC_010296,complement(1587428..1588081),63.60749257,64.73406824,58.5394487,62.29366983,105.1420544,106.5966654,87.99541314,99.91137764,74.0235051,77.15334754,76.72200393,75.96628552,55.31509939,60.53847695,53.34774092,56.40043909
MAE_RS07740,"product=""methyltransferase domain-containing protein""",,NC_010296,complement(1588096..1589022),101.8562428,102.6843819,97.30113832,100.613921,129.1920712,141.7543573,126.8778524,132.6080936,101.323414,91.76336369,82.26900679,91.7852615,75.59266142,77.57869903,76.67724557,76.61620201
MAE_RS07745,"product=""homocysteine biosynthesis protein""",,NC_010296,1589225..1590421,16.97237868,21.78264139,18.07789012,18.94430339,24.73511162,20.76125529,17.72864981,21.07500557,20.22196004,23.40850395,17.24956093,20.29334164,17.57369899,19.07908728,20.05735463,18.9033803
MAE_RS07750,"product=""hypothetical protein""",,NC_010296,complement(1590410..1590640),77.05900761,94.80451066,104.9355151,92.26634447,89.45941855,95.31303566,101.2090101,95.32715476,83.49806237,63.7905048,52.38099809,66.55652175,64.38262507,65.61201408,66.55844058,65.51769324
MAE_RS07755,"product=""ammonium transporter""",,NC_010296,1591265..1592785,28.36764042,31.29139448,30.23232955,29.96378815,30.58957591,37.83708065,34.05266283,34.15977313,29.09842461,35.15607537,25.03364892,29.7627163,20.61314815,20.06506226,20.06144713,20.24655251
MAE_RS07760,"product=""pentapeptide repeat-containing protein""",,NC_010296,complement(1592930..1594192),34.54544249,35.36579921,29.90073281,33.27065817,32.05408595,31.20599133,32.32289945,31.86099224,76.5743974,81.75841618,64.42580821,74.25287393,70.01615643,63.96076726,59.18143527,64.38611965
MAE_RS07765,"product=""RNA-guided endonuclease TnpB family protein""",,NC_010296,1594283..1595470,117.8337391,105.0841252,107.8003498,110.2394047,119.6279944,112.5564116,119.8937504,117.3593855,61.03348295,68.12643347,65.40950322,64.85647321,52.89493446,55.84832151,62.12121121,56.95482239
lipB,"product=""lipoyl(octanoyl) transferase LipB""",lipB,NC_010296,complement(1595514..1596182),45.55142887,43.51187355,45.09728927,44.72019723,44.43763423,50.37630152,58.87159493,51.22851023,25.23748267,32.20514648,25.05590426,27.49951113,25.43520747,23.96526801,22.98206244,24.12751264
MAE_RS34805,"product=""hypothetical protein""",,NC_010296,1596258..1596410,0,1.417190317,0,0.472396772,0,0,0,0,0,0,0,0,0,0.673886232,0,0.224628744
MAE_RS34810,"product=""DUF29 domain-containing protein""",,NC_010296,1596504..1596755,5.374586581,3.871966401,2.064182165,3.770245049,4.795582866,4.152251059,3.568266381,4.172033435,3.035576394,3.98690655,2.643077885,3.22185361,3.721818416,3.682306913,0,2.468041776
MAE_RS07780,"product=""flotillin family protein""",,NC_010296,complement(1596809..1598143),29.56626506,24.03809553,18.0794526,23.89460439,35.57568125,31.67840976,21.68864473,29.64757858,18.2953166,21.65771258,19.2083458,19.72045833,18.86836482,21.66354943,17.62964538,19.38718654
MAE_RS07785,"product=""hypothetical protein""",,NC_010296,complement(1598172..1598513),32.53039247,19.97119512,17.33913018,23.28023926,23.67503541,23.20161337,21.55984108,22.81216329,11.66300404,16.32067009,12.65895198,13.54754203,20.3720587,18.54073831,14.87010774,17.92763492
MAE_RS07790,"product=""hypothetical protein""",,NC_010296,complement(1598562..1599128),101.1787252,82.41074167,76.87931796,86.82292826,101.0269457,88.27378177,94.83659092,94.71243946,50.97840992,53.55252254,54.62360963,53.05151403,57.42234128,60.0079645,63.82783789,60.41938122
hpsP,"product=""hormogonium polysaccharide biosynthesis",hpsP,NC_010296,complement(1599747..1600907),84.99346222,97.44282024,101.6153676,94.68388335,99.40611304,90.87743273,100.5310646,96.93820346,71.86550626,74.51840838,74.67548733,73.68646732,63.01125132,68.24795878,79.96670524,70.40863845
trpB,"product=""tryptophan synthase subunit beta""",trpB,NC_010296,complement(1601380..1602627),97.9053296,100.0754393,70.02341036,89.33472641,128.2080635,131.7391481,106.4921653,122.1464589,133.7988672,129.1655494,102.6479959,121.8708042,88.67948111,102.1545112,104.0541775,98.29605658
MAE_RS07805,"product=""DUF3536 domain-containing protein""",,NC_010296,complement(1602764..1605334),38.2304315,40.94555523,28.28483547,35.82027407,61.52895094,67.28875461,58.26808289,62.36192948,55.66049878,63.56720081,56.26024128,58.49598029,56.70018814,61.01658463,55.89152597,57.86943292
MAE_RS07810,"product=""type II toxin-antitoxin system RelE",,NC_010296,1605875..1606156,61.40751051,54.97643074,68.24976775,61.54456967,52.2820566,42.82561065,45.27902276,46.79556334,31.00163126,26.91868819,28.73644254,28.88558733,31.8334256,29.24953009,36.90670977,32.66322182
MAE_RS07815,"product=""HigA family addiction module antitoxin""",,NC_010296,1606167..1606481,15.97020013,21.51092445,20.47668707,19.31927055,25.70432416,17.43945445,11.98937504,18.37771788,12.48922859,12.04931757,19.38257116,14.64037244,15.31262434,16.85678276,21.40109859,17.85683523
MAE_RS34015,"product=""hypothetical protein""",,NC_010296,1606538..1606693,0.620144606,0,0,0.206714869,2.324013235,1.117913747,2.305649046,1.915858676,0,0.715598611,0,0.23853287,0.858881173,1.321853763,0.758136084,0.979623673
MAE_RS28885,"product=""Txe",,NC_010296,complement(1606668..1606919),6.142384664,11.83100845,11.97225656,9.981883222,8.152490872,8.131491657,7.136532762,7.80683843,1.951441968,5.758865016,3.964616828,3.89164127,4.253506761,2.454871275,1.87728935,2.861889129
MAE_RS07820,"product=""hypothetical protein""",,NC_010296,complement(1607104..1607358),30.35060658,41.02765967,38.35007617,36.57611414,31.75240043,37.44353455,39.4944119,36.23011562,13.71366277,13.13333922,12.18925331,13.0120851,22.59362709,13.74727914,15.76923054,17.37004559
MAE_RS07825,"product=""DUF2442 domain-containing protein""",,NC_010296,complement(1607589..1607927),19.12021067,20.62764401,19.33389737,19.69391735,16.39834707,21.73501328,22.81164277,20.31500104,15.79574265,18.44091289,15.71812689,16.65159414,16.20473151,15.05509552,15.69945518,15.65309407
MAE_RS34815,"product=""DUF4160 domain-containing protein""",,NC_010296,complement(1607881..1608267),35.24728874,31.51600559,25.80707748,30.8567906,36.22337941,26.9252559,32.06460766,31.73774766,26.40245515,22.78821005,31.26617715,26.81894745,31.15940999,31.30436626,33.92218197,32.12865274
MAE_RS27660,"product=""ricin-type beta-trefoil lectin domain protein""",,NC_010296,complement(1608269..1608697),65.39706749,51.04858267,52.38114853,56.27559956,60.28349482,49.49309042,42.34010066,50.70556197,65.3391898,59.58984801,58.22164572,61.05022784,67.46121213,58.76240821,84.91124136,70.37828723
MAE_RS07840,"product=""DUF1214 domain-containing protein""",,NC_010296,complement(1608836..1609072),1.224589348,2.973408797,3.511722569,2.569906905,1.529730231,2.023565389,2.276463615,1.943253078,0.691650318,0.471026934,0.468393549,0.543690267,1.130679012,0.435040479,0.998052566,0.854590686
MAE_RS07845,"product=""type II toxin-antitoxin system HicB family",,NC_010296,complement(1609272..1609493),5.665104775,6.348629594,9.841127943,7.284954104,3.810544223,9.23034188,2.430278724,5.157054943,1.476766894,3.519971548,4.000334096,2.99902418,3.017690608,5.34100372,6.925675574,5.094789967
MAE_RS07850,"product=""type II toxin-antitoxin system HicA family",,NC_010296,complement(1609496..1609723),7.213260938,5.943808072,2.737757398,5.298275469,6.360457274,3.441997588,3.943873368,4.58210941,1.437904608,1.468860308,4.381944915,2.429569943,2.938277697,1.356639389,3.631072821,2.641996636
MAE_RS34820,"product=""hypothetical protein""",,NC_010296,1609730..1610029,0.64495039,0.180691765,0,0.275214052,0,0.145328787,0,0.048442929,0.728538335,0,0.370030904,0.366189746,0,0,0,0
MAE_RS07855,"product=""adenine-specific methyltransferase EcoRI family",,NC_010296,complement(1609991..1611003),0.095501045,0.160535626,0,0.085345557,0,0.086078255,0.1775327,0.087870318,0.431513327,0.33060232,0,0.254038549,0,0.152672152,0.23350292,0.128725024
MAE_RS07865,"product=""IS701 family transposase""",,NC_010296,complement(1611140..1612405),11.23314067,10.66167052,9.45023683,10.44834934,13.93673656,12.36327833,10.51201129,12.27067539,46.26736343,42.67816553,35.68781467,41.54444787,29.73926943,34.77540399,29.70743668,31.40737003
MAE_RS33750,"product=""hypothetical protein""",,NC_010296,complement(1612480..1612686),4.206198194,1.309360619,1.507750451,2.341103088,1.167620176,2.738078597,0.868795293,1.591498022,3.167557976,1.617875122,0,1.595144366,1.941818304,2.241404208,0.571348933,1.584857148
psbD_1,"product=""photosystem II D2 protein (photosystem q(a)",psbD,NC_010296,1613898..1614953,2894.306486,1965.484944,1859.129123,2239.640185,2942.825774,3085.140231,2320.38686,2782.784288,1674.810285,1570.690161,1350.717922,1532.072789,878.1376792,1048.132398,1009.43235,978.5674755
MAE_RS07880,"product=""hypothetical protein""",,NC_010296,1615282..1615458,13.11763505,12.86280364,14.69417812,13.5582056,6.144848553,11.57703897,15.24073098,10.9875395,4.630540262,2.522788325,2.508684094,3.220670894,3.027920067,2.621303226,0.668187735,2.105803676
MAE_RS07885,"product=""ISL3 family transposase""",,NC_010296,1615536..1616612,15.00093525,13.33797154,18.06360638,15.46750439,10.88423654,9.917981289,11.68880575,10.83034119,3.246967508,3.420521497,2.164526179,2.944005061,3.110154665,3.159193674,3.294407494,3.187918611
MAE_RS07890,"product=""CPBP family glutamic-type intramembrane",,NC_010296,1617047..1617625,11.69599152,9.26864496,11.31984665,10.76149438,6.6790294,9.487786098,5.901505849,7.356107116,5.945325787,7.133739526,5.368323995,6.149129769,5.322393175,5.965464394,4.902351462,5.396736344
MAE_RS34020,"product=""hypothetical protein""",,NC_010296,complement(1617645..1617818),0,0.311537527,0,0.103845842,0,0.501133748,0,0.167044583,0,0,0,0,1.540062793,0,0,0.513354264
MAE_RS27905,"product=""ISAs1 family transposase""",,NC_010296,complement(1618282..1619373),1.328881298,1.588499036,1.429049191,1.448809842,2.656015126,1.038062765,1.646892176,1.780323355,0.500369735,0.408913492,0.406627367,0.438636865,0.858881173,0.283254378,0.433220619,0.525118723
MAE_RS34825,"product=""IS66 family transposase""",,NC_010296,1619464..1619628,0.586318536,2.956774343,0,1.18103096,0,1.321170791,0,0.440390264,0.662307577,0,0,0.220769192,2.436099327,0.624876325,0,1.020325217
MAE_RS07910,"product=""IS5 family transposase""",,NC_010296,1619737..1620578,19.30255323,25.36551861,26.1940304,23.62070075,26.26521371,22.73135541,22.42668134,23.80775015,15.63934727,20.41750718,12.78847898,16.28177781,18.29967725,19.22496578,16.15316073,17.89260125
MAE_RS07915,"product=""heavy-metal-associated domain-containing",,NC_010296,complement(1621535..1621744),24.41597904,37.17087745,41.61391244,34.40025631,29.34896714,23.66783103,28.26066974,27.0924893,11.70865181,11.16333834,16.38708289,13.08635768,8.932364199,14.48374052,9.574175683,10.99676013
MAE_RS07920,"product=""hypothetical protein""",,NC_010296,complement(1621917..1622162),3.146099462,4.186760417,8.458112285,5.263657388,2.947528981,4.253525475,4.386356722,3.862470392,2.887499497,2.268971207,2.256285999,2.470918901,2.723281768,3.981681458,1.923076895,2.876013374
polA,"product=""DNA polymerase I""",polA,NC_010296,complement(1622167..1625037),9.232832121,10.8943729,9.131579533,9.752928183,11.3650804,11.32865989,11.65111681,11.4482857,5.728579904,6.376828588,5.413200266,5.839536253,6.486931158,7.308180003,7.373804248,7.056305136
MAE_RS07930,"product=""hypothetical protein""",,NC_010296,1625410..1625646,6.531143187,7.54788387,4.828618532,6.30254853,4.079280615,3.679209799,1.51764241,3.092044275,1.383300635,4.710269341,0,2.031189992,0.565339506,1.957682156,1.996105131,1.506375598
MAE_RS07935,"product=""type II toxin-antitoxin system VapC family",,NC_010296,1625643..1626071,4.284635456,3.538020581,5.33511698,4.385924339,3.098684313,2.845598628,2.096044587,2.680109176,0.382100525,0.780653031,0.77628861,0.646347388,0.624640853,1.081516716,0.827057546,0.844405038
MAE_RS07940,"product=""SDR family oxidoreductase""",,NC_010296,1626280..1627206,37.67428652,38.36045246,39.16735556,38.40069818,62.96646862,86.7739845,61.11089219,70.28378177,16.44516144,16.13686448,10.05909253,14.21370615,8.961271526,11.7341258,7.910131823,9.535176384
MAE_RS07945,"product=""UDP-glucose",,NC_010296,1627252..1628637,38.04090502,43.53028893,37.75576832,39.77565409,88.41310956,108.2101791,84.34084173,93.65471013,33.07595577,28.59296616,22.42611539,28.03167911,15.95065035,18.33714452,17.74891749,17.34557079
MAE_RS07950,"product=""nitrogenase""",,NC_010296,1628877..1629560,132.6674267,119.7479199,88.67292015,113.6960889,168.7287971,139.0821988,146.7120893,151.5076951,453.3393694,539.071733,588.8035611,527.0715545,505.7755342,591.796249,605.6975282,567.7564371
sulP,"product=""sulfate permease""",sulP,NC_010296,1629911..1631599,69.65005985,66.08247689,54.94317629,63.55857101,64.4669438,61.51305498,49.61855034,58.53284971,98.05504849,102.2479835,105.4883838,101.9304719,132.0815843,145.1949531,128.9827826,135.4197733
MAE_RS07960,"product=""DUF433 domain-containing protein""",,NC_010296,1631910..1632128,32.68926633,19.55431434,12.35116123,21.53158063,14.89915334,9.95402651,18.06618157,14.30645381,24.45094411,27.01629826,24.33079916,25.26601384,35.48473449,32.72040754,30.24235993,32.81583399
MAE_RS07965,"product=""DUF5615 family PIN-like protein""",,NC_010296,1632130..1632450,18.68547858,17.90030573,20.41804115,19.00127515,21.0826372,13.85377222,14.00627925,16.31422956,21.61784311,30.95131191,26.97421543,26.51445681,31.30501471,30.35322147,27.63299744,29.76374454
MAE_RS07970,"product=""hypothetical protein""",,NC_010296,complement(1632583..1632939),11.65246502,9.566034638,11.0737302,10.76407662,11.84791061,10.13637758,10.07510508,10.68646442,9.795473406,7.50476527,9.328510183,8.87624962,9.758044923,9.097464137,11.2637361,10.03974839
